水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅳ类,27.9,7.8,4.09,956.3,501.4,4.19,0.104,0.059,6.23
Ⅲ类,19.3,7.97,5.73,586.7,168.2,2.53,0.019,0.12,4.33
Ⅲ类,20.0,8.31,8.96,480.1,258.8,3.19,0.013,0.188,3.86
Ⅴ类,24.8,8.29,6.99,739.8,2531.8,6.47,0.008,0.386,14.44
Ⅴ类,23.5,8.32,7.15,634.1,887.9,4.31,0.011,0.302,3.79
Ⅲ类,25.2,8.3,7.41,675.1,124.5,3.73,0.014,0.174,5.56
劣Ⅵ类,21.0,8.14,8.07,571.5,1747.3,10.3,0.68,0.457,7.38
Ⅱ类,19.0,7.85,6.31,493.4,28.6,2.46,0.117,0.034,3.06
Ⅳ类,25.5,7.54,3.37,675.9,97.0,6.36,0.682,0.157,4.07
Ⅱ类,23.3,8.2,7.06,896.6,91.2,1.34,0.058,0.025,1.54
Ⅳ类,24.4,8.67,6.84,2957.1,52.3,6.45,0.112,0.053,1.15
Ⅱ类,15.9,8.13,7.46,747.7,7.7,2.42,0.091,0.009,7.48
Ⅳ类,22.3,7.03,3.73,862.5,5.1,3.72,1.073,0.142,9.11
Ⅱ类,28.8,7.67,7.13,274.5,4.5,2.34,0.008,0.07,5.51
Ⅲ类,28.5,8.32,9.0,352.6,26.8,4.4,0.058,0.163,1.82
Ⅱ类,27.2,8.07,7.14,536.5,9.4,3.95,0.008,0.096,5.1
Ⅲ类,28.3,8.46,11.57,629.6,4.8,4.85,0.007,0.105,4.38
Ⅳ类,28.5,7.98,17.18,528.2,19.2,8.83,0.033,0.174,4.16
Ⅲ类,24.8,8.13,5.72,290.2,8.2,1.81,0.039,0.033,4.88
Ⅳ类,21.6,6.87,7.86,203.4,66.8,4.0,0.138,0.227,3.58
Ⅱ类,22.0,7.5,7.6,250.8,27.4,2.37,0.024,0.05,8.25
Ⅱ类,15.4,7.79,11.82,272.4,21.0,2.09,0.037,0.038,4.29
Ⅱ类,18.4,7.74,7.74,308.1,26.0,2.34,0.072,0.062,4.49
Ⅱ类,18.4,7.7,8.6,208.5,30.1,2.51,0.02,0.046,3.98
Ⅰ类,21.7,7.51,8.34,197.6,2.6,1.15,0.007,0.009,7.15
Ⅲ类,21.6,7.21,5.82,161.8,8.7,1.0,0.009,0.022,2.83
Ⅱ类,21.2,7.31,9.56,157.7,10.4,1.35,0.063,0.038,4.21
Ⅱ类,23.5,8.03,7.07,747.5,18.5,2.1,0.065,0.06,4.6
Ⅲ类,26.2,8.03,6.04,685.4,53.5,3.19,0.017,0.11,4.98
Ⅱ类,22.6,7.91,6.96,475.0,9.1,3.13,0.051,0.063,2.0
Ⅲ类,25.4,7.98,8.39,596.0,30.7,3.13,0.03,0.122,4.69
Ⅱ类,27.8,8.4,6.76,251.6,6.3,1.66,0.022,0.022,5.56
Ⅳ类,28.6,8.57,9.62,523.2,23.2,6.36,0.102,0.105,4.8
Ⅲ类,21.6,7.47,6.63,364.1,52.0,3.66,0.102,0.113,4.91
Ⅱ类,21.2,7.59,8.36,343.5,40.8,3.44,0.058,0.064,5.45
Ⅱ类,20.7,7.83,7.01,408.3,7.6,1.21,0.04,0.026,2.82
Ⅱ类,22.8,7.98,7.06,429.8,8.9,2.15,0.011,0.038,7.89
Ⅳ类,24.4,7.53,4.87,533.2,45.6,4.68,0.068,0.214,4.78
Ⅱ类,26.0,8.26,7.3,767.7,21.7,2.47,0.023,0.063,9.24
Ⅲ类,20.2,8.08,7.66,852.7,121.5,3.57,0.028,0.12,14.38
Ⅳ类,21.1,7.37,4.87,627.4,1.9,2.02,0.021,0.093,7.73
Ⅲ类,26.7,7.9,7.94,890.3,20.6,3.15,0.04,0.165,8.59
Ⅱ类,23.7,8.62,8.16,292.6,40.9,3.48,0.044,0.036,1.43
Ⅲ类,20.2,6.96,8.09,165.3,166.4,5.73,0.284,0.179,4.91
Ⅳ类,20.1,7.55,4.56,367.6,161.4,6.77,0.003,0.246,3.85
Ⅳ类,19.1,7.19,9.43,163.2,251.1,5.38,0.132,0.206,8.63
Ⅳ类,23.5,6.94,5.1,195.7,146.0,6.6,0.119,0.204,4.96
Ⅳ类,19.2,7.1,9.36,160.2,294.7,5.09,0.124,0.213,7.58
Ⅲ类,21.3,6.72,7.76,143.6,25.3,5.09,0.058,0.112,3.57
Ⅲ类,25.2,7.82,7.33,421.1,85.5,4.56,0.007,0.1,1.78
Ⅳ类,22.6,7.62,6.59,682.9,193.2,5.45,0.016,0.297,11.32
Ⅳ类,24.1,7.69,6.75,879.4,90.8,6.23,0.041,0.214,8.01
Ⅲ类,17.6,7.09,5.27,138.5,32.6,2.04,0.002,0.023,2.38
Ⅱ类,19.2,7.24,7.63,105.7,32.6,3.11,0.015,0.028,2.44
Ⅱ类,15.2,7.5,9.42,99.8,31.0,3.4,0.07,0.062,1.63
Ⅱ类,9.6,7.88,7.6,289.5,17.9,0.8,0.004,0.031,1.82
Ⅲ类,23.9,6.65,7.16,199.8,39.4,4.75,0.104,0.096,3.67
Ⅳ类,24.9,7.2,6.69,123.1,48.6,8.44,0.197,0.118,1.93
Ⅲ类,22.1,7.65,7.64,230.1,73.0,3.16,0.022,0.111,2.34
Ⅲ类,21.0,6.91,8.22,104.3,26.2,5.84,0.027,0.107,1.32
Ⅱ类,13.1,7.69,9.9,214.5,19.0,1.25,0.06,0.07,0.78
Ⅳ类,27.8,7.08,6.06,141.6,65.6,6.78,0.054,0.202,2.87
Ⅲ类,25.2,8.91,10.44,62.1,10.3,5.73,0.024,0.037,2.03
Ⅴ类,26.7,7.12,2.88,195.2,155.6,7.11,0.109,0.201,3.51
Ⅳ类,26.2,7.33,6.57,262.1,146.1,7.74,0.176,0.204,2.62
Ⅳ类,27.5,7.15,3.02,195.4,103.4,5.5,0.134,0.082,6.2
Ⅳ类,22.3,7.34,7.87,99.2,139.1,7.76,0.014,0.083,1.13
Ⅳ类,28.7,6.69,4.25,168.3,239.7,8.67,0.175,0.179,2.13
Ⅲ类,24.0,7.4,5.38,262.8,16.0,5.88,0.044,0.07,1.09
Ⅴ类,24.0,7.52,8.03,98.7,46.2,11.76,0.056,0.04,0.46
Ⅳ类,23.6,7.07,6.17,71.1,47.1,9.91,0.032,0.066,1.78
Ⅳ类,28.8,7.48,5.44,262.5,52.5,6.88,0.105,0.169,1.04
Ⅲ类,25.4,7.21,8.05,127.0,14.2,4.27,0.011,0.064,2.71
Ⅳ类,24.8,7.18,6.34,180.8,190.9,6.82,0.071,0.171,3.4
Ⅳ类,24.5,7.01,7.62,90.0,11.6,7.36,0.005,0.053,2.26
Ⅲ类,27.5,6.89,5.98,190.1,63.7,3.23,0.033,0.152,3.06
Ⅳ类,25.4,7.34,6.81,77.9,23.3,9.28,0.046,0.046,0.79
Ⅳ类,25.7,6.84,6.82,172.0,74.2,6.11,0.133,0.098,2.44
Ⅳ类,22.4,7.0,8.36,113.3,319.2,9.77,0.192,0.006,6.09
Ⅴ类,21.8,6.93,5.18,119.8,106.4,6.26,0.084,0.109,2.86
Ⅳ类,18.7,7.16,8.26,59.5,6.9,8.07,0.024,0.028,0.31
劣Ⅵ类,32.0,7.39,1.24,503.0,48.6,4.15,0.502,0.208,2.78
Ⅳ类,29.4,7.19,4.33,416.2,93.2,6.31,0.559,0.289,3.02
劣Ⅵ类,31.1,7.27,1.34,488.4,22.7,4.44,0.394,0.228,3.33
Ⅴ类,32.8,7.32,2.92,465.6,45.7,3.57,0.001,0.105,1.74
劣Ⅵ类,30.7,7.42,1.52,552.5,22.7,3.33,0.222,0.147,2.62
劣Ⅵ类,30.8,7.24,1.47,528.8,58.0,3.59,0.617,0.195,3.29
Ⅴ类,31.1,7.28,2.37,492.0,46.5,4.46,0.783,0.276,2.67
劣Ⅵ类,30.7,7.43,0.48,430.1,57.3,2.91,0.895,0.145,2.22
Ⅳ类,31.7,7.53,3.2,587.8,37.2,3.6,0.094,0.194,2.3
Ⅳ类,31.8,7.37,3.1,514.3,55.7,4.47,0.014,0.126,2.03
Ⅳ类,31.1,7.36,3.53,513.3,17.4,3.37,0.058,0.101,2.13
Ⅴ类,31.3,7.25,2.85,404.8,31.6,3.7,0.107,0.082,1.95
Ⅴ类,30.7,7.49,2.48,555.4,71.8,5.32,0.256,0.259,2.41
Ⅳ类,27.8,7.34,4.48,561.0,97.1,5.22,0.055,0.129,1.49
Ⅲ类,31.0,7.67,5.53,377.2,34.3,2.54,0.0002,0.104,1.28
劣Ⅵ类,29.6,7.0,0.88,441.4,32.6,5.33,0.632,0.137,1.97
劣Ⅵ类,29.3,7.27,0.41,417.7,10.9,5.51,0.704,0.137,2.36
Ⅱ类,30.6,7.81,6.66,216.3,29.4,3.49,0.003,0.065,1.32
Ⅲ类,32.2,8.45,6.85,445.1,32.1,2.33,0.013,0.034,0.51
Ⅳ类,30.6,8.57,6.74,431.1,55.1,3.26,0.044,0.066,0.84
Ⅴ类,32.8,8.2,2.49,524.0,26.5,3.24,0.288,0.074,1.12
Ⅳ类,31.3,7.42,3.36,400.9,48.6,3.94,0.108,0.133,1.94
Ⅴ类,32.0,7.34,2.31,460.8,52.5,5.16,0.012,0.122,1.89
Ⅳ类,32.3,7.09,4.77,377.6,29.2,1.92,0.115,0.14,2.26
Ⅲ类,32.1,8.7,7.4,427.2,22.4,3.47,0.001,0.038,0.61
Ⅲ类,30.0,7.74,5.33,294.4,26.5,2.25,0.029,0.066,1.69
Ⅱ类,29.4,7.39,8.09,152.0,2.2,2.34,0.031,0.022,2.16
Ⅴ类,31.3,7.08,2.9,384.1,29.0,3.95,0.142,0.095,2.38
Ⅲ类,29.6,7.71,5.82,288.6,19.7,1.86,0.029,0.094,1.63
Ⅲ类,31.9,7.97,6.26,490.9,27.5,3.43,0.182,0.105,1.28
Ⅲ类,30.0,8.51,17.99,355.8,7.2,4.71,0.019,0.084,4.16
Ⅳ类,28.7,7.28,5.09,664.7,16.8,4.05,0.112,0.212,6.83
劣Ⅵ类,29.8,7.52,1.22,1357.7,40.9,5.38,0.03,0.099,1.26
Ⅲ类,30.2,8.61,8.87,1374.4,2.1,4.78,0.015,0.053,0.66
Ⅲ类,30.2,8.6,10.22,1178.9,6.6,4.84,0.009,0.046,0.65
Ⅳ类,31.2,8.44,14.47,1390.8,22.9,7.95,0.048,0.104,1.23
Ⅳ类,28.4,7.58,4.8,1075.8,7.1,2.16,0.077,0.103,2.46
Ⅳ类,29.9,7.54,5.73,468.8,17.0,6.11,0.76,0.221,3.2
Ⅴ类,28.5,7.56,3.58,967.5,42.9,5.3,0.162,0.336,8.48
劣Ⅵ类,30.1,7.52,10.06,842.3,28.2,8.8,0.118,0.408,2.67
Ⅲ类,33.6,7.77,7.39,407.4,19.2,4.71,0.137,0.094,3.27
Ⅳ类,29.9,7.5,3.15,399.8,21.4,3.26,0.436,0.119,2.05
Ⅳ类,30.6,7.32,4.04,297.2,22.8,4.62,0.231,0.068,1.41
Ⅱ类,28.3,7.97,7.41,319.8,18.1,2.73,0.223,0.097,1.97
Ⅲ类,31.0,7.52,5.67,530.0,46.2,2.24,0.109,0.122,2.65
Ⅳ类,30.6,7.31,3.41,601.9,81.7,6.26,0.234,0.172,1.86
Ⅳ类,28.9,7.19,3.15,589.2,34.2,3.35,0.048,0.098,0.93
Ⅳ类,30.8,7.42,3.3,570.1,122.7,4.43,0.433,0.206,2.69
Ⅱ类,31.2,7.94,6.42,570.6,19.6,3.36,0.012,0.09,1.66
Ⅴ类,31.5,7.34,2.86,473.0,32.1,5.91,0.874,0.149,2.29
Ⅴ类,30.3,7.23,2.78,608.9,41.6,4.95,0.415,0.311,3.3
Ⅴ类,30.0,7.27,2.36,754.5,44.6,6.26,1.591,0.367,3.42
Ⅳ类,29.2,7.57,4.12,300.2,57.6,1.94,0.025,0.075,1.4
Ⅳ类,29.8,7.75,4.92,381.0,30.6,2.57,0.088,0.112,2.04
劣Ⅵ类,31.9,7.44,1.68,937.1,8.6,5.45,0.194,0.207,1.27
Ⅴ类,30.2,7.39,2.11,518.3,33.0,2.97,0.092,0.212,2.08
劣Ⅵ类,31.9,7.45,1.22,1122.9,4.8,5.08,0.305,0.255,1.7
劣Ⅵ类,27.6,7.39,0.24,897.1,40.1,6.62,1.467,0.361,3.15
劣Ⅵ类,30.3,7.42,1.6,766.9,48.8,6.23,1.126,0.353,3.35
劣Ⅵ类,29.2,7.42,1.27,989.3,22.1,6.69,1.102,0.387,3.88
Ⅳ类,28.0,7.26,4.14,730.0,13.6,6.51,1.387,0.165,5.85
Ⅳ类,27.7,7.38,3.35,852.9,51.0,5.82,0.427,0.195,2.49
劣Ⅵ类,27.9,7.27,0.2,1020.6,16.1,7.32,1.112,0.291,5.99
劣Ⅵ类,26.7,7.08,5.23,730.6,9.6,9.05,2.479,0.19,6.62
劣Ⅵ类,25.8,7.33,1.45,652.6,58.2,5.06,0.768,0.122,2.53
Ⅳ类,27.0,7.39,3.0,641.7,10.6,4.74,0.025,0.244,5.43
Ⅲ类,24.5,7.27,6.59,1123.6,42.6,3.91,0.028,0.184,7.0
Ⅳ类,27.5,8.36,11.87,3307.6,45.8,7.75,0.124,0.122,5.78
劣Ⅵ类,25.9,7.32,5.4,610.5,21.5,6.46,0.124,0.462,5.43
Ⅳ类,27.2,7.49,6.18,640.9,35.7,4.32,0.207,0.208,3.86
劣Ⅵ类,28.7,7.45,0.66,1060.5,20.7,7.48,1.317,0.295,5.12
Ⅴ类,26.8,7.6,2.4,584.1,23.6,6.76,0.505,0.251,6.42
Ⅳ类,30.5,7.47,4.51,356.8,47.5,3.61,0.222,0.122,2.29
Ⅴ类,29.6,7.51,2.3,805.6,30.2,4.79,0.064,0.113,3.26
Ⅴ类,28.8,7.09,2.59,406.6,22.4,7.63,1.037,0.125,3.53
劣Ⅵ类,26.3,7.08,1.3,565.6,16.3,5.71,0.676,0.163,2.66
Ⅴ类,28.0,7.3,2.77,478.6,106.7,5.3,0.796,0.208,1.66
劣Ⅵ类,27.6,7.33,1.75,821.2,71.5,6.83,1.464,0.239,3.79
Ⅴ类,28.6,7.25,2.54,723.7,20.7,4.47,0.031,0.17,1.86
Ⅴ类,27.6,7.11,2.09,506.3,28.7,8.42,1.873,0.26,4.05
Ⅳ类,28.6,7.38,4.43,756.1,54.5,5.19,1.456,0.18,4.12
劣Ⅵ类,28.3,7.3,1.25,465.3,7.4,3.91,0.199,0.136,1.87
劣Ⅵ类,29.2,7.43,0.9,788.3,14.5,7.92,1.656,0.231,4.27
劣Ⅵ类,29.0,7.24,0.12,600.3,11.4,6.46,0.398,0.186,2.34
劣Ⅵ类,28.1,7.24,1.9,895.7,27.6,8.91,1.284,0.216,4.13
劣Ⅵ类,27.8,7.37,1.65,748.9,19.4,8.71,1.56,0.315,3.57
劣Ⅵ类,26.1,7.15,0.44,813.3,19.4,7.12,1.634,0.311,4.19
劣Ⅵ类,28.5,7.16,0.21,822.7,16.5,5.64,0.482,0.332,3.09
Ⅳ类,28.4,7.82,3.64,773.4,23.2,3.29,0.031,0.103,1.49
劣Ⅵ类,27.4,7.34,0.26,1195.0,22.6,6.69,1.572,0.458,5.11
Ⅲ类,28.7,7.71,5.22,456.0,310.7,4.74,0.062,0.14,2.5
Ⅲ类,28.3,7.74,5.14,444.4,209.1,5.67,0.138,0.128,2.81
Ⅳ类,32.2,7.57,4.11,528.9,53.9,5.63,0.479,0.107,2.69
Ⅴ类,27.8,7.1,2.46,671.9,41.7,7.37,1.617,0.207,4.45
Ⅴ类,29.1,7.06,2.36,579.9,38.1,6.32,1.1,0.22,2.87
劣Ⅵ类,29.3,7.48,1.97,539.5,34.7,4.62,1.425,0.188,2.6
Ⅲ类,29.8,7.66,5.16,265.9,35.4,2.15,0.055,0.075,1.32
劣Ⅵ类,28.6,7.23,1.28,562.5,30.1,7.74,1.927,0.282,3.83
Ⅳ类,29.4,7.62,4.62,295.2,29.9,3.01,0.144,0.091,1.66
Ⅲ类,30.3,7.65,5.7,297.9,6.4,3.2,0.203,0.074,1.04
Ⅴ类,30.0,7.31,2.7,332.3,21.6,2.98,0.039,0.11,1.92
劣Ⅵ类,29.2,7.3,1.14,476.1,22.4,4.73,0.735,0.157,2.64
Ⅳ类,29.7,8.01,7.38,325.6,36.8,7.22,0.206,0.062,1.59
劣Ⅵ类,29.5,7.28,0.58,409.4,4.2,3.42,1.028,0.212,2.23
Ⅲ类,29.6,7.78,5.37,310.8,50.6,2.2,0.03,0.08,1.69
劣Ⅵ类,29.9,7.06,0.92,366.7,28.7,2.9,0.058,0.134,1.7
Ⅳ类,29.1,8.0,4.49,852.0,21.0,3.48,0.105,0.093,1.69
Ⅳ类,30.8,8.44,11.41,719.7,14.2,9.32,0.049,0.085,2.52
Ⅳ类,29.7,7.57,3.42,664.4,41.1,7.3,0.045,0.244,3.8
劣Ⅵ类,30.3,7.26,1.04,591.6,13.1,6.69,1.388,0.294,3.34
Ⅳ类,29.6,8.54,7.05,1289.5,13.0,6.8,0.067,0.066,1.4
Ⅴ类,29.6,7.34,3.13,721.3,14.4,10.14,0.377,0.309,4.69
Ⅳ类,29.4,7.54,4.02,259.3,22.4,2.96,0.122,0.073,2.65
Ⅳ类,30.6,7.05,3.45,219.3,18.3,2.82,0.173,0.069,3.03
Ⅱ类,27.7,7.23,8.25,126.7,9.8,1.64,0.031,0.035,1.57
Ⅲ类,16.6,7.11,5.55,148.8,9.3,1.07,0.018,0.022,0.88
Ⅱ类,26.8,7.28,6.34,142.0,10.4,1.93,0.017,0.04,1.58
Ⅴ类,32.0,7.14,2.1,313.2,24.5,2.67,0.167,0.117,2.2
Ⅱ类,29.1,8.46,9.4,105.7,1.2,1.33,0.011,0.035,1.13
Ⅲ类,27.4,6.44,5.62,140.8,0.1,1.48,0.014,0.043,3.67
劣Ⅵ类,31.2,7.22,1.97,366.1,31.9,4.66,0.152,0.12,2.93
Ⅳ类,32.6,7.17,3.92,211.0,34.3,2.43,0.069,0.082,2.28
Ⅳ类,31.9,7.16,3.13,128.4,17.8,4.82,0.029,0.054,0.88
Ⅰ类,32.3,8.63,9.14,171.5,3.5,1.38,0.002,0.02,2.13
Ⅴ类,32.1,7.14,2.67,234.8,41.0,4.5,0.371,0.132,2.64
Ⅲ类,31.8,8.55,6.94,3671.2,4.4,5.55,0.004,0.028,0.92
Ⅱ类,26.4,6.94,7.13,53.0,30.5,1.86,0.036,0.031,1.0
Ⅱ类,27.5,6.44,6.15,76.1,32.2,1.15,0.048,0.043,1.48
Ⅲ类,28.9,7.93,5.43,24530.0,1439.0,1.6,0.218,0.133,1.69
Ⅱ类,30.2,6.85,7.33,66.5,13.1,0.4,0.018,0.019,0.79
Ⅲ类,31.7,7.04,5.51,190.9,23.1,1.86,0.161,0.107,2.11
Ⅰ类,29.1,7.25,8.06,47.1,4.8,1.62,0.03,0.016,0.7
Ⅳ类,29.1,8.22,3.04,2368.4,363.0,1.39,0.012,0.088,1.58
Ⅱ类,29.8,7.93,6.42,48150.0,425.6,1.34,0.232,0.074,1.83
Ⅴ类,31.2,7.17,2.36,514.8,27.0,5.26,0.473,0.126,2.77
Ⅲ类,30.6,7.41,5.08,579.6,14.8,2.71,0.03,0.105,0.78
Ⅴ类,32.3,7.04,2.99,495.1,25.5,4.57,0.102,0.103,1.85
劣Ⅵ类,32.1,7.17,1.59,448.5,53.7,5.08,0.462,0.175,3.24
劣Ⅵ类,32.0,7.19,1.88,425.8,85.9,5.77,0.285,0.169,3.22
Ⅳ类,30.8,7.09,3.08,499.3,17.2,4.24,0.069,0.133,1.64
Ⅴ类,30.7,7.17,2.39,384.5,48.1,3.48,0.332,0.194,3.14
Ⅴ类,32.1,7.18,2.05,597.8,30.3,6.96,0.843,0.177,4.66
Ⅴ类,31.8,7.33,2.04,527.9,32.1,5.83,0.218,0.209,2.82
Ⅴ类,30.9,7.18,2.85,505.4,108.1,4.66,0.223,0.12,2.36
Ⅳ类,30.5,7.2,4.31,470.5,46.9,4.68,0.182,0.117,2.52
Ⅴ类,31.3,7.28,2.2,466.1,48.5,5.09,0.364,0.19,2.38
Ⅴ类,31.6,7.27,2.21,497.8,77.4,6.07,0.131,0.167,3.03
Ⅳ类,31.8,7.34,3.05,485.9,35.5,6.3,0.14,0.2,3.05
劣Ⅵ类,30.3,7.09,1.83,305.9,65.8,4.19,0.303,0.14,3.13
Ⅲ类,30.6,7.12,5.13,202.5,21.4,2.5,0.124,0.051,2.69
