水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅲ类,31.2,8.47,8.11,835.9,1.8,4.43,0.011,0.064,0.52
Ⅲ类,30.7,8.45,8.68,1590.1,34.0,4.99,0.042,0.026,0.68
Ⅱ类,31.8,8.08,6.4,336.9,3.3,2.45,0.079,0.012,0.82
Ⅲ类,30.2,7.56,5.13,675.5,5.7,4.62,0.014,0.03,0.7
Ⅲ类,23.8,8.32,8.33,788.1,82.9,4.25,0.012,0.092,6.34
Ⅱ类,25.0,8.4,7.14,1154.2,8.1,4.0,0.259,0.09,0.94
Ⅳ类,26.0,8.72,11.03,760.4,81.7,6.05,0.015,0.127,1.61
Ⅴ类,27.9,7.93,6.32,1807.0,24.9,4.37,1.541,0.217,10.58
Ⅱ类,26.6,8.28,9.01,668.6,40.4,2.3,0.01,0.044,3.2
Ⅳ类,26.8,7.62,3.98,476.2,21.8,3.49,0.052,0.049,1.72
Ⅳ类,23.8,7.66,3.35,660.0,7.1,3.34,0.238,0.03,1.08
Ⅳ类,25.3,7.5,3.56,642.8,54.4,4.83,0.22,0.108,4.09
Ⅱ类,25.6,7.86,7.93,512.3,17.7,2.62,0.022,0.02,1.64
Ⅱ类,24.7,8.23,7.68,550.2,71.7,3.26,0.044,0.039,3.22
Ⅱ类,20.3,8.3,8.73,685.3,45.3,2.72,0.031,0.033,4.99
Ⅰ类,25.8,8.18,8.27,536.0,14.7,1.8,0.048,0.005,3.54
Ⅲ类,25.1,8.54,11.32,706.7,22.8,4.17,0.103,0.097,2.38
Ⅲ类,24.0,8.5,9.2,558.6,31.6,4.82,0.017,0.054,1.45
劣Ⅵ类,25.7,7.67,3.13,964.1,110.7,5.39,2.635,0.316,9.73
劣Ⅵ类,28.1,8.03,7.04,1200.3,571.6,21.19,0.03,0.147,4.98
Ⅳ类,25.1,7.47,10.85,1443.5,21.8,4.35,0.076,0.21,7.61
Ⅳ类,29.4,8.61,5.4,6824.1,241.2,9.53,0.067,0.276,7.29
劣Ⅵ类,25.3,7.43,1.51,618.2,85.1,6.25,3.146,0.318,6.05
Ⅲ类,23.7,8.38,7.75,744.0,341.4,3.67,0.017,0.127,4.57
劣Ⅵ类,27.7,8.31,5.14,828.3,1360.4,8.81,0.01,0.431,4.85
Ⅱ类,21.5,8.41,10.35,448.0,83.4,3.07,0.018,0.058,4.92
Ⅳ类,21.4,8.38,8.16,606.1,240.8,4.21,0.21,0.207,5.63
Ⅴ类,28.2,7.83,4.31,1006.2,490.9,11.54,0.135,0.062,6.57
Ⅲ类,20.4,8.04,6.51,593.6,137.5,2.64,0.006,0.139,5.27
劣Ⅵ类,26.3,8.11,5.7,544.1,146.5,8.85,0.008,0.447,18.8
劣Ⅵ类,25.2,8.36,9.17,736.3,582.2,6.46,0.854,0.748,6.08
Ⅲ类,26.1,8.33,7.62,697.8,54.7,2.83,0.028,0.141,5.36
Ⅳ类,27.0,6.98,3.85,789.3,46.3,6.64,1.488,0.12,5.16
Ⅱ类,23.6,8.24,7.37,908.9,126.0,1.36,0.069,0.026,1.55
Ⅴ类,19.3,6.64,6.54,74.2,43.9,12.19,0.006,0.065,0.43
劣Ⅵ类,21.2,6.85,8.2,102.6,532.6,13.59,0.154,0.491,4.25
Ⅳ类,24.3,8.64,7.02,3014.4,65.2,6.55,0.101,0.075,1.16
Ⅱ类,27.6,8.3,7.92,851.0,490.5,1.88,0.105,0.085,1.39
Ⅱ类,19.0,8.44,10.75,738.9,8.1,2.21,0.036,0.007,7.46
Ⅱ类,28.2,7.54,6.54,272.7,4.9,2.33,0.005,0.07,5.45
Ⅲ类,29.5,8.63,12.42,353.5,29.6,4.52,0.029,0.167,1.69
Ⅲ类,28.8,8.46,11.29,537.4,6.2,4.09,0.004,0.09,5.26
Ⅲ类,28.9,8.55,13.86,617.1,4.6,5.02,0.009,0.09,4.35
劣Ⅵ类,29.6,9.3,29.64,529.1,20.4,8.58,0.037,0.175,4.07
Ⅱ类,25.8,8.92,12.87,285.7,15.1,1.72,0.026,0.023,4.7
Ⅳ类,21.9,7.04,8.09,202.7,69.8,4.06,0.127,0.207,3.58
Ⅱ类,22.8,7.59,8.13,253.1,74.1,2.23,0.024,0.052,8.24
Ⅱ类,16.6,8.02,13.37,267.9,19.5,2.12,0.037,0.037,4.2
Ⅱ类,18.7,7.79,8.11,306.7,24.3,2.33,0.061,0.063,4.21
Ⅱ类,19.4,7.78,9.24,210.7,28.8,2.46,0.021,0.048,4.2
Ⅰ类,23.4,8.3,11.93,210.2,3.3,1.1,0.004,0.008,7.14
Ⅱ类,21.2,7.19,6.0,162.0,8.7,0.93,0.006,0.023,2.9
Ⅱ类,23.0,7.78,13.42,158.4,10.4,1.4,0.065,0.041,4.22
Ⅱ类,23.8,8.03,7.3,749.2,19.9,2.08,0.028,0.052,4.47
Ⅱ类,26.3,8.06,6.88,702.3,49.5,3.1,0.027,0.096,4.94
Ⅱ类,24.1,8.34,9.67,469.1,7.5,2.83,0.061,0.06,2.01
Ⅴ类,18.5,7.66,2.18,921.3,46.8,3.94,0.045,0.092,6.02
Ⅰ类,26.5,8.3,9.72,260.1,6.7,1.79,0.02,0.02,5.63
Ⅳ类,28.3,8.15,6.31,542.9,36.6,6.66,0.12,0.129,5.04
Ⅲ类,21.6,7.51,6.81,367.0,47.6,3.58,0.069,0.103,5.0
Ⅱ类,20.8,7.59,8.65,349.0,41.8,3.22,0.051,0.062,5.29
Ⅱ类,22.4,8.14,11.6,404.1,7.4,1.13,0.038,0.029,2.76
Ⅱ类,24.3,8.48,11.06,428.3,6.8,2.08,0.009,0.033,7.72
Ⅳ类,25.8,7.6,5.84,534.2,69.6,5.07,0.138,0.226,5.06
Ⅲ类,20.5,8.16,8.72,840.8,110.0,3.54,0.037,0.11,14.54
Ⅱ类,21.2,8.11,8.43,568.1,103.7,1.61,0.003,0.059,4.04
Ⅲ类,21.8,7.43,5.91,589.5,4.0,2.11,0.074,0.102,7.75
Ⅲ类,27.1,7.9,8.15,927.1,29.1,4.07,0.04,0.164,7.78
Ⅲ类,24.1,8.8,8.65,282.2,57.2,4.05,0.056,0.054,2.2
Ⅲ类,21.0,6.95,8.16,165.1,175.0,5.78,0.304,0.187,5.09
Ⅳ类,20.3,7.46,4.29,388.2,102.0,6.04,0.021,0.223,4.18
Ⅳ类,19.4,7.17,9.41,162.2,260.1,5.52,0.135,0.218,8.7
Ⅲ类,24.1,6.99,5.6,183.0,143.3,5.96,0.125,0.195,5.22
Ⅳ类,19.5,7.1,9.42,159.1,292.5,5.08,0.12,0.206,7.6
Ⅲ类,24.0,6.74,8.35,140.6,44.6,5.06,0.039,0.119,3.61
Ⅲ类,25.0,7.83,7.7,419.2,98.0,4.34,0.021,0.124,1.81
Ⅱ类,21.4,7.92,10.42,104.9,31.3,3.11,0.016,0.028,2.51
Ⅱ类,17.4,7.81,10.83,98.8,24.0,3.5,0.051,0.067,1.47
Ⅱ类,23.2,7.89,9.4,121.7,69.7,3.08,0.022,0.067,2.23
Ⅱ类,10.6,7.91,7.49,289.8,19.9,0.9,0.007,0.028,1.74
Ⅲ类,24.3,6.67,7.39,203.6,39.0,5.06,0.116,0.102,3.69
Ⅳ类,25.9,7.23,6.94,124.0,43.6,8.35,0.185,0.116,1.8
Ⅲ类,23.6,7.67,8.06,232.8,53.8,3.18,0.017,0.109,2.43
Ⅲ类,23.5,7.0,9.1,101.7,28.3,5.76,0.029,0.079,1.27
Ⅱ类,14.8,7.83,10.51,214.0,19.4,0.98,0.047,0.068,0.79
Ⅳ类,28.3,7.17,6.52,147.2,54.9,6.42,0.056,0.207,2.77
Ⅳ类,28.1,7.42,6.57,271.4,139.2,8.16,0.18,0.21,2.52
Ⅳ类,27.9,7.17,3.07,195.6,106.9,5.9,0.137,0.093,6.42
Ⅳ类,21.9,7.33,7.96,103.1,146.0,7.95,0.021,0.094,1.22
Ⅴ类,25.0,7.54,7.05,97.3,159.4,12.25,0.007,0.205,0.95
Ⅳ类,29.2,6.69,4.53,166.0,222.1,8.38,0.177,0.173,2.14
Ⅲ类,24.7,7.73,8.79,257.3,21.3,5.82,0.024,0.076,1.06
Ⅳ类,24.3,7.11,6.46,71.8,41.7,9.45,0.029,0.064,1.72
Ⅳ类,30.7,7.6,6.42,265.1,56.5,6.96,0.133,0.196,1.08
Ⅱ类,25.0,7.21,8.14,126.6,19.7,3.89,0.017,0.068,2.78
Ⅳ类,25.1,7.19,6.41,179.6,184.8,6.68,0.069,0.169,3.42
Ⅳ类,25.1,6.99,7.79,91.0,12.8,7.13,0.006,0.054,2.28
Ⅲ类,28.1,6.88,5.96,187.9,61.0,5.74,0.036,0.148,3.14
Ⅳ类,26.5,7.08,7.25,77.5,63.3,9.82,0.05,0.04,0.77
Ⅳ类,25.6,6.82,6.63,172.4,61.8,6.18,0.124,0.078,2.4
Ⅴ类,22.9,7.19,6.8,121.5,94.6,5.94,0.073,0.107,2.83
Ⅳ类,18.8,7.14,8.69,59.5,7.2,7.89,0.032,0.028,0.31
劣Ⅵ类,32.1,7.38,1.18,503.8,51.1,4.66,0.656,0.264,3.04
Ⅳ类,29.8,7.1,3.33,443.2,60.5,5.59,0.501,0.234,3.56
Ⅳ类,32.8,7.37,3.21,467.6,41.0,3.44,0.031,0.102,1.7
Ⅴ类,31.3,7.4,2.7,541.3,34.6,3.27,0.055,0.142,2.44
Ⅴ类,31.2,7.24,2.41,495.7,37.3,3.9,0.453,0.258,2.55
劣Ⅵ类,32.1,7.5,1.51,434.6,56.8,3.61,0.904,0.168,2.21
Ⅳ类,32.1,7.53,3.37,584.2,43.0,3.91,0.179,0.211,2.67
Ⅳ类,32.3,7.37,3.88,532.6,48.7,5.17,0.032,0.175,2.92
Ⅴ类,32.2,7.36,2.8,519.9,34.4,3.98,0.029,0.084,1.81
Ⅱ类,31.5,7.61,7.11,512.3,11.7,3.45,0.039,0.095,1.8
Ⅴ类,32.2,7.26,2.95,392.7,22.4,3.75,0.114,0.08,1.89
Ⅳ类,28.0,7.29,3.36,663.5,91.3,4.56,0.248,0.117,1.46
Ⅲ类,31.2,7.68,6.38,380.1,28.5,2.59,0.042,0.109,1.3
劣Ⅵ类,29.8,6.99,1.08,430.3,29.1,5.25,0.95,0.148,2.43
劣Ⅵ类,29.7,7.34,1.22,418.6,9.3,5.07,0.719,0.137,2.16
Ⅱ类,30.9,8.0,7.3,214.1,32.8,3.25,0.005,0.063,1.16
Ⅲ类,32.1,8.43,7.2,445.1,28.3,2.09,0.007,0.033,0.5
Ⅳ类,30.8,8.51,6.77,425.9,56.5,3.4,0.039,0.072,0.92
Ⅴ类,32.8,8.23,2.49,521.6,23.0,3.01,0.204,0.069,1.05
Ⅳ类,31.9,7.43,3.13,422.1,35.3,3.33,0.07,0.135,2.18
劣Ⅵ类,31.8,7.29,1.38,464.1,71.2,5.04,0.013,0.116,1.88
Ⅳ类,32.5,7.1,4.83,386.3,31.2,2.09,0.123,0.138,2.36
Ⅲ类,32.1,8.62,7.25,390.0,21.7,3.12,0.001,0.05,0.63
Ⅲ类,30.7,7.79,5.71,294.1,36.4,1.86,0.031,0.061,1.82
Ⅱ类,29.3,7.51,8.75,153.6,2.1,2.37,0.032,0.025,2.15
Ⅴ类,31.5,7.04,2.53,386.6,36.9,4.09,0.146,0.089,2.36
Ⅲ类,30.0,7.72,5.65,283.8,30.3,2.23,0.203,0.116,1.94
Ⅲ类,32.1,7.72,5.95,489.7,28.6,3.18,0.236,0.109,1.34
劣Ⅵ类,29.0,9.15,28.2,377.0,14.5,4.53,0.019,0.083,4.06
Ⅲ类,30.3,7.95,13.6,648.3,18.8,3.86,0.127,0.196,6.69
劣Ⅵ类,30.5,7.54,1.8,1341.8,26.9,5.85,0.029,0.097,1.59
Ⅲ类,30.2,8.66,10.03,1375.9,2.1,4.89,0.016,0.054,0.66
Ⅲ类,30.8,8.68,12.32,1178.8,6.3,4.96,0.011,0.051,0.68
Ⅳ类,31.0,8.24,11.19,1409.5,21.3,7.75,0.028,0.103,1.22
Ⅲ类,29.7,7.63,5.18,1096.1,7.0,3.03,0.077,0.097,2.34
劣Ⅵ类,28.7,7.25,1.06,477.3,23.1,6.09,0.738,0.208,3.14
Ⅴ类,28.5,7.7,6.12,927.5,39.2,4.61,0.453,0.336,10.37
劣Ⅵ类,30.4,7.53,10.01,844.0,28.2,8.85,0.552,0.429,2.72
Ⅲ类,33.5,8.41,9.72,401.6,21.7,4.54,0.112,0.081,3.33
Ⅳ类,30.4,7.5,3.07,383.1,24.1,3.99,0.349,0.117,2.37
Ⅲ类,31.1,7.39,5.07,295.3,24.4,4.3,0.166,0.064,1.15
Ⅲ类,29.6,8.55,20.79,321.2,17.2,3.08,0.145,0.107,2.07
Ⅲ类,31.2,7.57,5.93,541.4,24.3,2.73,0.1,0.12,2.5
Ⅳ类,30.4,7.43,4.76,600.6,60.0,5.63,0.207,0.17,1.64
Ⅳ类,29.5,7.21,3.26,581.7,33.0,3.3,0.019,0.089,0.85
Ⅳ类,30.8,7.41,3.48,569.9,96.8,3.99,0.402,0.176,2.6
Ⅴ类,31.9,7.25,2.37,470.0,28.5,5.83,1.145,0.147,2.43
Ⅳ类,30.6,7.28,3.32,599.4,35.3,4.53,0.736,0.258,3.12
Ⅴ类,31.1,7.39,4.97,759.0,27.9,6.02,1.452,0.338,3.22
Ⅳ类,29.4,7.59,4.13,300.8,70.3,1.94,0.016,0.075,1.35
Ⅲ类,30.5,8.28,9.28,352.2,30.0,2.53,0.061,0.11,1.92
Ⅴ类,32.2,7.42,2.4,921.8,11.7,5.91,0.249,0.211,1.32
Ⅴ类,30.7,7.42,2.56,408.1,31.8,2.98,0.056,0.198,1.97
劣Ⅵ类,32.3,7.44,1.18,1116.5,4.2,5.09,0.331,0.254,1.71
劣Ⅵ类,27.7,7.36,0.18,879.0,58.6,5.86,1.485,0.34,3.0
Ⅴ类,30.6,7.45,2.1,738.6,32.0,6.03,1.357,0.338,3.49
劣Ⅵ类,29.6,7.42,1.6,1008.6,56.3,7.02,1.139,0.402,3.79
Ⅳ类,28.8,7.67,8.78,725.0,11.6,7.13,1.296,0.171,5.81
Ⅳ类,27.8,7.43,3.81,862.2,60.7,4.68,0.311,0.165,2.33
劣Ⅵ类,28.7,7.27,0.94,1003.6,16.1,7.39,0.849,0.296,5.93
劣Ⅵ类,27.3,7.14,4.56,749.6,11.0,8.26,2.067,0.168,6.36
劣Ⅵ类,26.0,7.32,1.18,660.3,76.6,5.13,0.466,0.121,2.42
Ⅳ类,27.8,7.47,4.58,640.3,10.8,4.78,0.023,0.246,5.32
Ⅳ类,25.3,7.24,7.89,1198.0,43.0,4.02,0.042,0.204,6.0
Ⅳ类,27.7,8.58,13.82,2967.2,62.3,6.77,0.092,0.139,4.86
劣Ⅵ类,26.2,7.24,4.04,615.5,23.1,6.17,0.072,0.426,5.28
Ⅲ类,27.9,7.58,6.49,667.9,47.3,4.46,0.231,0.198,3.8
劣Ⅵ类,29.2,7.43,0.61,1048.3,17.3,7.16,1.317,0.291,4.96
劣Ⅵ类,28.9,7.53,1.7,601.8,23.9,7.25,0.663,0.258,6.8
Ⅳ类,30.2,7.5,4.83,357.3,54.6,3.88,0.182,0.117,2.18
Ⅳ类,29.4,7.55,3.0,802.5,34.1,4.86,0.066,0.119,3.34
劣Ⅵ类,28.8,7.07,1.95,414.2,26.0,8.29,1.239,0.131,3.53
劣Ⅵ类,26.0,7.11,1.76,546.1,21.7,5.6,0.543,0.145,2.45
Ⅳ类,27.3,7.3,3.03,480.0,110.0,5.44,1.014,0.226,2.15
Ⅴ类,27.9,7.32,2.38,827.9,84.6,6.68,1.415,0.23,3.77
Ⅴ类,28.7,7.28,2.55,852.7,18.4,5.17,0.054,0.197,1.89
劣Ⅵ类,28.1,7.12,1.73,528.6,25.1,8.14,1.968,0.253,4.07
Ⅴ类,28.8,7.23,2.95,680.1,69.2,4.51,0.741,0.181,3.46
劣Ⅵ类,28.7,7.3,1.32,471.1,6.7,4.03,0.249,0.139,2.01
劣Ⅵ类,29.4,7.44,1.13,784.4,13.1,7.62,1.709,0.236,4.24
劣Ⅵ类,29.3,7.26,0.62,613.0,26.0,6.27,0.405,0.194,2.35
劣Ⅵ类,28.1,7.26,1.87,900.9,27.3,9.04,1.338,0.213,3.93
劣Ⅵ类,27.8,7.31,1.35,737.8,20.6,7.83,1.542,0.286,3.8
劣Ⅵ类,26.1,7.15,0.34,816.6,19.6,7.06,1.717,0.304,4.19
劣Ⅵ类,28.8,7.16,0.31,871.6,16.3,6.06,0.591,0.354,3.21
Ⅳ类,28.9,7.83,3.67,732.6,26.1,3.27,0.033,0.099,1.31
劣Ⅵ类,27.5,7.34,0.45,1200.1,20.0,6.56,1.739,0.438,5.17
Ⅳ类,29.4,7.6,4.75,467.5,112.2,6.07,0.282,0.175,3.01
Ⅲ类,28.1,7.62,5.25,456.5,196.9,5.62,0.165,0.126,2.6
Ⅳ类,32.4,7.59,4.29,529.7,60.2,5.79,0.506,0.112,2.8
Ⅴ类,28.3,7.13,2.97,649.1,47.8,7.54,1.696,0.212,4.81
Ⅳ类,29.4,7.11,3.17,577.0,25.6,6.44,1.202,0.217,3.06
Ⅳ类,29.9,7.59,3.82,537.4,25.0,4.43,1.399,0.192,2.61
Ⅲ类,29.8,7.68,5.18,264.6,37.4,2.19,0.048,0.073,1.26
Ⅳ类,29.7,7.57,4.16,317.6,26.8,3.4,0.368,0.11,1.75
Ⅱ类,30.7,7.64,6.17,302.8,4.9,2.9,0.149,0.065,0.91
Ⅳ类,30.6,7.36,3.07,368.2,22.2,3.17,0.132,0.116,2.24
劣Ⅵ类,29.6,7.3,1.21,490.2,25.4,4.97,0.728,0.16,2.71
Ⅳ类,30.0,8.08,7.68,332.7,45.4,7.22,0.206,0.061,1.63
劣Ⅵ类,30.1,7.34,1.75,408.2,8.2,2.97,1.134,0.217,2.45
Ⅱ类,30.1,7.8,6.28,311.2,37.4,2.08,0.039,0.08,1.64
Ⅴ类,30.6,7.18,2.17,363.7,25.2,2.99,0.047,0.126,1.65
Ⅳ类,29.1,8.04,4.98,853.3,28.2,3.7,0.087,0.092,1.53
Ⅳ类,30.3,8.23,8.84,725.4,13.2,9.3,0.064,0.101,2.71
Ⅳ类,29.6,7.61,3.66,657.8,44.8,7.29,0.091,0.241,4.12
劣Ⅵ类,29.4,7.23,0.45,580.8,11.6,6.75,1.47,0.301,3.34
Ⅲ类,29.0,8.41,5.35,1255.3,10.3,5.9,0.178,0.066,1.49
Ⅴ类,28.1,7.45,4.36,640.8,43.3,10.35,0.415,0.338,4.85
Ⅱ类,30.1,7.79,6.22,264.2,16.5,2.83,0.174,0.075,2.6
Ⅳ类,31.3,7.07,3.91,206.6,22.5,2.76,0.157,0.071,3.03
Ⅱ类,25.8,7.12,6.61,138.8,12.0,1.83,0.032,0.039,1.58
Ⅱ类,17.6,7.13,6.22,149.7,6.2,1.21,0.009,0.02,0.88
Ⅱ类,28.9,7.45,6.37,172.0,16.7,2.18,0.037,0.064,1.71
Ⅴ类,32.7,7.15,2.25,316.3,24.1,2.78,0.174,0.13,2.24
Ⅱ类,29.1,8.38,9.16,105.9,1.1,1.23,0.01,0.034,1.06
Ⅱ类,27.4,6.67,8.1,140.2,4.0,1.54,0.01,0.035,3.42
Ⅳ类,32.9,7.37,3.89,377.4,32.0,5.24,0.266,0.136,3.22
Ⅲ类,32.2,7.47,5.5,126.0,18.8,4.91,0.028,0.045,0.9
Ⅱ类,32.5,8.63,10.62,175.3,4.6,1.54,0.0003,0.023,2.15
Ⅴ类,33.1,7.16,2.81,237.7,31.5,5.37,0.577,0.147,3.06
Ⅲ类,32.3,8.62,7.54,3689.0,4.4,5.71,0.016,0.034,1.0
Ⅱ类,28.0,7.83,8.61,50.8,27.2,1.98,0.014,0.026,0.86
Ⅳ类,37.6,6.38,4.72,77.6,33.4,1.15,0.055,0.043,1.44
Ⅳ类,29.6,7.99,3.91,9385.0,482.8,1.91,0.216,0.155,1.97
Ⅱ类,30.4,6.75,7.35,64.1,16.5,0.53,0.019,0.02,0.97
Ⅲ类,32.4,7.16,6.41,189.0,29.6,1.83,0.215,0.117,2.2
Ⅳ类,30.3,8.49,4.01,154.5,1279.9,1.37,0.002,0.121,1.45
Ⅴ类,31.8,7.66,2.51,24230.0,1701.0,1.58,0.296,0.075,2.12
Ⅴ类,31.5,7.18,2.48,509.2,28.6,4.31,0.365,0.12,2.77
Ⅴ类,32.4,7.03,2.9,487.4,22.7,5.09,0.181,0.115,2.08
Ⅴ类,31.6,7.17,2.37,397.5,142.5,5.71,0.369,0.174,3.31
Ⅴ类,31.0,6.95,2.66,502.1,23.1,4.24,0.098,0.139,1.65
Ⅴ类,30.7,7.16,2.67,387.1,57.1,3.67,0.426,0.194,3.21
Ⅳ类,32.7,7.25,3.52,607.7,27.2,7.17,0.901,0.178,4.52
Ⅴ类,32.2,7.33,2.09,534.0,22.3,6.45,0.641,0.225,3.27
Ⅴ类,31.0,7.12,2.31,494.3,48.4,4.66,0.321,0.115,2.34
Ⅳ类,30.8,7.18,4.24,475.5,37.1,4.6,0.209,0.111,2.55
劣Ⅵ类,31.1,7.19,1.67,456.9,33.8,5.37,0.452,0.226,2.46
劣Ⅵ类,31.1,7.22,1.74,466.9,78.0,5.71,0.773,0.192,3.36
Ⅴ类,32.1,7.33,2.74,488.9,31.3,6.11,0.223,0.201,3.11
劣Ⅵ类,30.7,7.07,1.46,330.0,65.9,4.58,0.294,0.166,3.03
Ⅳ类,30.8,7.11,4.63,203.2,42.6,2.58,0.225,0.065,2.66
Ⅲ类,31.9,7.78,5.28,309.5,62.9,4.11,0.167,0.071,1.27
Ⅳ类,33.0,7.19,3.0,333.1,74.0,3.83,0.102,0.131,3.19
Ⅳ类,31.1,7.12,4.3,244.7,20.8,1.85,0.12,0.054,2.81
劣Ⅵ类,32.3,6.89,1.61,247.4,17.8,3.18,0.214,0.042,1.92
Ⅱ类,24.2,6.87,7.41,117.4,12.4,1.94,0.058,0.031,1.41
Ⅱ类,28.4,6.47,6.24,168.5,8.2,1.72,0.082,0.027,1.93
Ⅳ类,30.7,6.96,3.48,242.0,22.8,3.19,0.133,0.067,2.43
Ⅳ类,31.8,7.48,3.41,430.6,39.1,3.8,0.056,0.081,2.68
Ⅴ类,32.1,7.31,2.82,472.4,25.7,3.97,0.602,0.118,4.58
Ⅳ类,31.7,7.25,3.99,331.3,23.2,3.95,0.404,0.055,1.78
劣Ⅵ类,31.7,9.11,9.17,301.5,16.5,4.75,0.016,0.064,2.4
Ⅲ类,31.0,6.95,5.26,162.3,18.6,3.76,0.2,0.101,2.75
Ⅳ类,31.8,6.99,3.94,174.5,18.9,3.65,0.087,0.109,3.08
Ⅳ类,30.1,7.21,4.88,459.4,6.4,4.8,1.42,0.243,4.98
Ⅲ类,32.1,8.1,8.98,470.3,15.6,5.46,0.329,0.14,3.33
Ⅳ类,32.1,7.12,3.29,378.8,24.6,3.65,0.108,0.173,2.56
