水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
Ⅳ类,24.0,8.11,5.99,645.4,562.0,7.2,0.022,0.297,12.09
Ⅳ类,22.6,8.28,6.58,671.2,792.0,4.18,0.002,0.257,3.84
Ⅲ类,24.9,8.34,7.78,675.1,73.6,3.13,0.028,0.159,5.38
劣Ⅵ类,20.2,8.18,8.17,609.5,2412.8,9.32,0.448,0.471,7.36
劣Ⅵ类,25.7,6.85,3.29,770.5,47.1,9.05,2.007,0.139,6.39
Ⅱ类,23.1,8.21,7.06,905.7,96.6,1.38,0.051,0.025,1.61
Ⅴ类,19.9,6.65,7.82,97.9,2821.1,12.12,0.125,0.241,2.57
Ⅳ类,23.6,8.66,6.75,2984.1,92.9,6.51,0.132,0.066,1.17
Ⅱ类,27.7,8.29,7.87,852.9,439.6,2.62,0.116,0.071,1.27
Ⅱ类,14.9,8.15,7.75,760.7,11.6,2.49,0.069,0.008,7.45
Ⅳ类,23.0,7.14,3.54,861.2,8.7,3.72,0.829,0.116,9.31
Ⅱ类,28.4,7.61,6.97,274.3,3.6,2.3,0.009,0.069,5.34
Ⅲ类,28.6,8.28,8.99,355.1,29.5,4.34,0.045,0.16,1.71
Ⅲ类,27.0,8.01,6.98,539.2,7.7,4.12,0.006,0.094,5.18
Ⅲ类,28.5,8.51,12.58,623.1,5.3,4.45,0.005,0.079,4.39
Ⅰ类,27.8,8.73,10.44,145.4,4.9,1.78,0.002,0.017,1.64
Ⅳ类,28.2,8.01,15.06,529.2,19.0,8.37,0.039,0.179,4.24
Ⅱ类,24.4,8.03,6.43,293.5,7.4,1.73,0.038,0.026,4.82
Ⅳ类,21.8,7.0,7.97,204.0,63.4,4.05,0.134,0.22,3.61
Ⅱ类,21.8,7.52,7.9,252.0,47.7,2.1,0.024,0.049,8.31
Ⅱ类,15.1,7.79,12.4,272.7,17.1,2.0,0.037,0.034,4.3
Ⅱ类,18.6,7.77,7.84,300.7,24.8,2.26,0.06,0.06,4.31
Ⅱ类,18.4,7.68,8.62,209.4,30.7,2.44,0.022,0.05,4.11
Ⅰ类,21.2,7.75,9.92,201.7,2.6,1.27,0.004,0.009,7.09
Ⅲ类,20.9,7.2,5.92,161.8,8.2,0.94,0.007,0.023,2.9
Ⅱ类,21.7,7.42,10.6,157.9,9.7,1.06,0.062,0.037,4.28
Ⅱ类,22.5,8.01,7.03,751.2,19.0,2.08,0.021,0.054,4.52
Ⅲ类,25.7,8.02,6.18,693.2,52.7,2.98,0.026,0.105,4.89
Ⅱ类,22.6,7.93,7.45,475.1,9.2,3.0,0.051,0.06,1.97
Ⅱ类,26.6,7.72,6.2,256.5,6.9,2.18,0.025,0.019,5.64
Ⅳ类,28.4,8.35,7.1,534.4,30.7,6.28,0.107,0.107,4.9
Ⅲ类,21.6,7.51,6.81,367.0,47.6,3.58,0.069,0.103,5.0
Ⅱ类,21.0,7.59,8.41,346.2,39.6,3.37,0.052,0.064,5.16
Ⅱ类,20.6,7.82,7.33,407.5,8.2,1.63,0.044,0.027,2.84
Ⅱ类,22.4,8.07,8.3,431.8,7.6,2.25,0.011,0.037,7.75
Ⅳ类,24.3,7.52,4.61,534.0,53.8,4.62,0.056,0.216,4.85
Ⅱ类,25.2,8.21,7.31,754.2,21.9,2.43,0.025,0.062,9.14
Ⅲ类,19.9,8.08,7.88,849.4,97.1,3.6,0.022,0.117,14.25
Ⅳ类,21.5,7.36,4.51,593.4,2.8,2.15,0.036,0.1,7.47
Ⅲ类,26.2,7.74,6.86,935.6,26.9,3.65,0.042,0.162,8.15
Ⅱ类,23.8,8.64,8.17,282.9,48.0,3.57,0.046,0.044,1.46
Ⅲ类,20.1,6.95,8.11,163.9,176.9,5.77,0.289,0.174,4.97
Ⅳ类,20.1,7.5,4.32,369.9,125.6,6.77,0.003,0.244,4.22
Ⅳ类,19.2,7.18,9.43,162.4,258.4,5.42,0.132,0.213,8.98
Ⅲ类,23.8,6.96,5.18,189.6,152.5,5.96,0.125,0.195,5.22
Ⅳ类,19.0,7.09,9.29,159.9,299.8,5.03,0.122,0.208,7.45
Ⅲ类,21.3,6.72,8.07,148.1,30.7,4.7,0.058,0.116,3.57
Ⅲ类,24.8,7.79,6.89,424.9,83.7,4.35,0.016,0.117,1.95
Ⅱ类,17.9,7.29,7.87,126.7,36.6,2.01,0.002,0.02,2.33
Ⅱ类,19.5,7.29,8.09,105.3,32.3,3.11,0.013,0.029,2.45
Ⅱ类,15.0,7.58,9.73,96.6,32.8,3.55,0.06,0.068,1.52
Ⅱ类,9.8,7.87,7.6,290.1,19.4,0.9,0.006,0.027,1.71
Ⅲ类,23.7,6.68,7.31,197.5,40.4,4.28,0.107,0.095,3.67
Ⅳ类,25.2,7.21,6.58,123.4,41.9,9.17,0.191,0.115,1.82
Ⅲ类,22.1,7.62,7.57,231.5,69.5,3.23,0.024,0.111,2.59
Ⅲ类,21.4,6.9,8.5,100.7,27.5,5.78,0.048,0.134,1.58
Ⅱ类,13.1,7.67,10.23,217.4,18.0,1.04,0.07,0.071,0.94
Ⅳ类,27.6,7.09,6.0,144.4,59.3,6.42,0.058,0.201,2.61
Ⅲ类,24.9,8.75,10.12,61.7,10.9,5.93,0.035,0.041,2.08
Ⅴ类,26.8,7.12,2.86,195.1,152.1,7.11,0.1,0.191,3.15
Ⅳ类,27.2,7.37,6.51,263.5,141.2,8.41,0.201,0.211,2.54
Ⅳ类,27.5,7.15,3.1,195.6,105.2,5.6,0.133,0.093,6.45
Ⅳ类,21.8,7.35,7.88,100.1,172.6,7.81,0.012,0.082,1.19
Ⅳ类,28.5,6.69,4.19,168.4,228.2,9.04,0.184,0.169,2.16
Ⅲ类,24.0,7.58,7.66,259.8,14.4,5.78,0.052,0.081,1.24
Ⅳ类,23.5,7.07,6.18,71.4,47.4,9.65,0.032,0.066,1.74
Ⅳ类,29.5,7.56,6.14,263.7,57.9,6.97,0.12,0.181,1.04
Ⅲ类,24.7,7.17,7.65,124.3,19.4,4.27,0.011,0.064,2.71
Ⅳ类,24.7,7.18,6.33,180.4,188.5,6.66,0.069,0.169,3.69
Ⅳ类,24.2,6.97,7.54,90.1,12.4,7.18,0.006,0.056,2.23
Ⅲ类,27.3,6.89,5.94,188.8,62.3,5.83,0.034,0.143,3.16
Ⅳ类,25.8,7.35,6.86,78.3,19.1,9.48,0.052,0.044,0.8
Ⅳ类,25.6,6.84,6.7,172.2,68.6,6.07,0.126,0.085,2.42
Ⅴ类,22.4,7.12,6.21,123.6,90.7,6.1,0.086,0.11,2.94
Ⅳ类,18.6,7.16,8.33,59.6,7.0,7.96,0.028,0.028,0.34
劣Ⅵ类,31.9,7.37,1.07,500.9,92.8,4.31,0.711,0.249,3.01
Ⅳ类,29.5,7.13,3.74,438.3,66.4,5.24,0.374,0.218,3.02
Ⅴ类,32.7,7.33,2.95,466.2,30.1,3.53,0.079,0.117,1.82
Ⅴ类,30.4,7.48,2.07,505.7,26.6,3.24,0.077,0.139,2.44
Ⅳ类,31.0,7.46,3.0,349.4,105.8,3.6,0.665,0.206,3.41
Ⅴ类,31.0,7.27,2.23,503.2,47.4,4.17,0.537,0.272,2.57
劣Ⅵ类,30.3,7.41,0.28,443.5,72.0,2.91,0.773,0.14,2.09
Ⅳ类,31.6,7.52,3.14,584.6,35.8,3.72,0.102,0.2,2.45
Ⅳ类,31.9,7.4,3.18,535.9,52.7,5.04,0.024,0.171,2.78
Ⅴ类,32.2,7.37,2.94,522.8,27.2,5.18,0.074,0.112,2.44
Ⅴ类,31.0,7.29,2.73,514.4,13.5,3.07,0.059,0.095,2.03
Ⅴ类,31.3,7.23,2.6,392.3,28.6,3.68,0.113,0.085,1.94
Ⅴ类,30.6,7.49,2.44,542.7,49.0,4.33,0.236,0.188,2.24
Ⅳ类,27.7,7.28,3.89,630.0,88.8,4.45,0.193,0.135,1.42
Ⅲ类,30.8,7.6,5.29,380.0,31.9,2.61,0.028,0.108,1.26
劣Ⅵ类,29.4,6.99,0.76,443.2,31.4,5.21,0.663,0.131,2.03
劣Ⅵ类,29.2,7.26,0.29,418.0,9.5,6.3,0.73,0.138,2.35
Ⅱ类,30.5,7.79,6.71,213.7,28.1,3.25,0.01,0.062,1.29
Ⅲ类,31.9,8.35,6.62,445.2,31.2,2.33,0.005,0.039,0.6
Ⅳ类,30.6,8.47,6.53,426.2,60.3,3.34,0.039,0.07,0.8
Ⅴ类,32.6,8.19,2.15,521.7,26.7,3.25,0.326,0.073,1.15
Ⅴ类,31.3,7.37,2.86,421.8,33.5,3.4,0.09,0.13,1.94
Ⅴ类,31.8,7.31,2.0,457.8,44.7,5.06,0.033,0.121,1.91
Ⅳ类,32.2,7.09,4.74,387.2,23.4,1.96,0.128,0.138,2.32
Ⅲ类,32.0,8.6,6.9,435.9,29.0,3.08,0.004,0.044,0.61
Ⅲ类,30.0,7.74,5.33,300.4,25.7,1.84,0.028,0.059,1.69
Ⅱ类,29.4,7.39,8.09,152.0,2.2,2.34,0.031,0.022,2.16
Ⅴ类,31.2,7.06,2.9,388.9,29.2,3.94,0.133,0.089,2.34
Ⅲ类,29.7,7.6,5.13,306.3,24.4,1.89,0.029,0.091,1.63
Ⅲ类,31.7,7.76,5.58,491.4,29.9,3.19,0.203,0.108,1.35
Ⅲ类,29.2,7.87,11.28,375.8,6.5,4.14,0.029,0.074,4.01
Ⅳ类,29.0,7.28,5.19,664.0,16.3,3.72,0.162,0.21,6.74
劣Ⅵ类,29.7,7.49,1.09,1336.8,35.6,5.69,0.027,0.098,1.52
Ⅲ类,29.7,8.42,7.38,1385.3,2.0,4.78,0.018,0.051,0.62
Ⅲ类,30.0,8.55,9.39,1183.0,6.6,4.82,0.01,0.048,0.62
Ⅳ类,31.0,8.46,15.27,1394.4,19.1,7.88,0.074,0.102,1.29
Ⅳ类,28.3,7.63,4.88,1091.0,9.3,2.24,0.06,0.099,2.39
Ⅳ类,29.0,7.36,3.02,469.0,18.9,6.11,0.773,0.217,3.19
Ⅴ类,28.1,7.54,3.17,984.8,38.4,4.74,0.368,0.342,10.46
劣Ⅵ类,29.2,7.12,3.66,851.3,21.5,8.78,0.179,0.414,2.69
Ⅲ类,33.2,7.48,5.86,406.3,20.3,4.53,0.143,0.09,3.37
Ⅴ类,29.9,7.48,2.99,391.7,24.8,3.57,0.434,0.119,2.43
Ⅳ类,30.6,7.34,4.02,299.6,24.0,4.3,0.189,0.066,1.22
Ⅱ类,28.3,7.93,7.1,327.4,17.8,2.65,0.208,0.093,2.12
Ⅲ类,31.0,7.52,5.62,517.0,21.7,2.72,0.112,0.125,2.75
Ⅴ类,30.3,7.25,2.76,601.1,67.5,6.07,0.196,0.171,1.78
Ⅳ类,28.9,7.19,3.42,579.6,34.3,3.21,0.024,0.09,0.84
劣Ⅵ类,30.8,7.39,1.56,577.7,39.9,4.05,0.339,0.17,2.54
劣Ⅵ类,31.2,7.26,1.75,473.5,30.4,5.14,1.045,0.145,2.31
Ⅴ类,30.2,7.22,2.44,605.4,26.4,4.86,0.48,0.293,3.25
Ⅴ类,29.9,7.26,2.05,754.6,42.2,5.98,1.591,0.358,3.41
Ⅳ类,29.2,7.59,4.3,300.2,55.3,1.87,0.02,0.076,1.33
Ⅳ类,29.7,7.76,4.97,378.2,30.8,2.43,0.083,0.11,1.96
劣Ⅵ类,31.7,7.36,0.54,933.0,11.4,5.42,0.205,0.205,1.28
Ⅴ类,30.1,7.39,2.13,414.7,31.4,2.93,0.074,0.204,2.0
劣Ⅵ类,31.6,7.43,1.12,1122.8,5.0,4.65,0.286,0.256,1.69
劣Ⅵ类,27.2,7.54,0.14,889.2,49.3,6.68,1.473,0.378,3.16
劣Ⅵ类,30.3,7.42,1.42,739.0,37.1,6.37,1.452,0.354,3.56
劣Ⅵ类,29.1,7.41,1.06,996.7,21.2,6.15,1.103,0.388,3.68
Ⅳ类,27.9,7.32,4.9,727.7,11.2,6.5,1.429,0.162,5.78
Ⅳ类,27.9,7.43,3.82,856.5,60.7,4.79,0.82,0.173,2.54
劣Ⅵ类,27.8,7.28,0.18,1020.3,26.2,7.29,0.956,0.292,5.98
Ⅴ类,26.5,7.38,2.31,609.5,13.9,4.12,0.059,0.289,6.95
劣Ⅵ类,25.6,7.33,1.13,657.2,63.3,5.44,0.57,0.11,2.54
Ⅴ类,27.1,7.37,2.7,643.0,11.3,4.77,0.025,0.241,5.34
Ⅲ类,24.4,7.14,5.44,1163.2,40.7,3.6,0.021,0.187,6.18
Ⅳ类,27.2,8.33,11.72,3056.2,62.7,6.69,0.058,0.112,5.08
劣Ⅵ类,26.0,7.34,5.23,611.6,20.4,6.12,0.08,0.452,5.43
Ⅳ类,27.2,7.49,5.96,650.4,38.1,4.83,0.21,0.205,3.97
劣Ⅵ类,28.6,7.44,0.6,1053.8,22.0,7.13,1.332,0.29,4.9
Ⅴ类,27.1,7.53,2.44,572.5,23.0,6.6,0.499,0.249,6.67
Ⅳ类,30.4,7.44,4.45,355.9,50.6,3.59,0.186,0.116,2.25
Ⅴ类,29.6,7.5,2.21,805.5,35.4,4.72,0.086,0.118,3.32
Ⅴ类,28.8,7.06,2.22,408.6,24.1,7.71,1.12,0.127,3.51
劣Ⅵ类,26.1,7.09,1.36,555.6,19.9,5.28,0.648,0.159,2.55
Ⅴ类,27.8,7.25,2.42,483.0,115.8,5.11,0.835,0.211,1.83
劣Ⅵ类,27.5,7.32,1.37,821.0,72.6,6.62,1.457,0.23,3.78
Ⅴ类,28.5,7.24,2.5,782.0,20.1,4.59,0.031,0.171,1.86
劣Ⅵ类,27.6,7.11,1.82,510.8,28.0,8.42,2.036,0.264,4.14
Ⅳ类,28.5,7.2,3.71,713.6,58.6,4.82,1.194,0.176,3.73
劣Ⅵ类,28.3,7.29,1.15,466.7,8.9,3.94,0.215,0.137,1.95
劣Ⅵ类,29.2,7.43,0.73,783.6,14.6,7.58,1.68,0.229,4.31
劣Ⅵ类,28.7,7.24,0.14,604.0,13.6,6.34,0.397,0.188,2.31
劣Ⅵ类,28.1,7.25,1.39,895.2,27.1,8.82,1.314,0.211,3.9
劣Ⅵ类,27.7,7.37,1.27,753.2,20.5,8.28,1.568,0.278,3.87
劣Ⅵ类,26.1,7.15,0.35,813.3,18.0,7.01,1.707,0.303,4.22
劣Ⅵ类,28.4,7.16,0.18,842.8,15.7,5.86,0.487,0.339,3.12
Ⅳ类,28.5,7.84,3.79,746.8,24.3,2.97,0.03,0.103,1.35
劣Ⅵ类,27.4,7.33,0.32,1193.5,18.6,6.7,1.676,0.437,5.15
Ⅲ类,29.0,7.64,5.05,460.6,294.5,5.58,0.112,0.168,2.85
Ⅳ类,28.0,7.72,4.95,445.5,178.2,5.65,0.133,0.129,2.55
Ⅳ类,32.2,7.55,3.92,528.7,57.6,5.76,0.522,0.107,2.75
Ⅴ类,27.7,7.11,2.3,662.5,42.3,7.52,1.691,0.21,4.76
劣Ⅵ类,29.0,7.03,1.85,578.3,31.8,6.2,1.185,0.22,3.03
劣Ⅵ类,29.1,7.45,1.7,530.3,30.8,4.6,1.493,0.195,2.83
Ⅲ类,29.8,7.66,5.15,265.7,39.8,2.09,0.046,0.071,1.27
Ⅳ类,29.3,7.51,3.5,308.9,18.0,3.08,0.137,0.088,1.63
Ⅳ类,30.2,7.41,3.66,300.9,5.0,2.93,0.08,0.063,0.9
Ⅴ类,29.9,7.33,2.54,347.8,20.0,3.23,0.099,0.115,1.99
劣Ⅵ类,29.2,7.29,1.07,482.1,28.3,4.71,0.716,0.157,2.66
Ⅳ类,29.5,7.96,7.01,326.0,37.2,7.22,0.206,0.061,1.63
劣Ⅵ类,29.4,7.27,0.5,403.8,9.7,3.18,1.082,0.209,2.25
Ⅲ类,29.5,7.74,5.13,311.5,46.6,2.24,0.036,0.082,1.77
劣Ⅵ类,29.8,7.03,0.8,368.6,26.1,3.02,0.063,0.138,1.85
Ⅳ类,28.9,8.0,4.49,853.9,23.1,3.38,0.102,0.094,1.65
Ⅳ类,30.6,8.19,9.32,723.8,14.2,8.94,0.06,0.081,2.6
Ⅴ类,29.7,7.55,2.89,664.6,39.0,7.02,0.087,0.24,4.12
劣Ⅵ类,30.0,7.23,0.66,595.1,11.2,6.6,1.457,0.298,3.36
Ⅳ类,29.4,8.47,5.58,1294.5,9.8,6.03,0.101,0.064,1.28
Ⅴ类,29.5,7.33,2.74,713.4,13.7,10.13,0.408,0.321,4.71
Ⅴ类,29.0,7.53,2.98,264.3,20.4,2.88,0.169,0.073,2.7
Ⅳ类,30.4,7.02,3.44,208.2,12.1,2.86,0.238,0.071,3.06
Ⅱ类,27.7,7.32,8.8,125.4,10.1,1.7,0.025,0.041,1.6
Ⅲ类,17.4,7.1,5.75,151.3,9.4,1.02,0.009,0.02,0.87
Ⅱ类,27.0,7.27,6.09,149.2,13.8,1.85,0.037,0.04,1.56
劣Ⅵ类,31.8,7.12,1.74,314.8,26.4,2.63,0.167,0.119,2.26
Ⅱ类,29.1,8.38,9.16,105.9,1.1,1.23,0.01,0.034,1.06
Ⅲ类,26.7,6.41,5.68,139.3,4.0,1.18,0.014,0.04,3.48
Ⅴ类,31.2,7.21,2.4,370.2,32.8,4.72,0.227,0.13,3.09
Ⅴ类,31.6,7.07,2.89,129.1,17.8,4.54,0.03,0.046,0.86
Ⅰ类,31.9,8.1,8.45,174.3,3.3,1.49,0.006,0.02,2.16
Ⅴ类,31.7,7.13,2.34,236.9,41.4,5.21,0.502,0.145,2.78
Ⅲ类,31.5,8.5,6.28,3675.3,4.6,5.51,0.008,0.032,0.93
Ⅱ类,27.1,7.13,7.66,52.2,29.1,1.92,0.015,0.024,0.88
Ⅱ类,27.1,6.43,6.33,77.3,30.7,1.28,0.051,0.042,1.44
Ⅳ类,29.0,7.97,3.92,11200.0,1651.0,1.95,0.318,0.177,1.99
Ⅱ类,29.9,6.67,7.03,64.0,13.9,0.28,0.02,0.018,0.7
Ⅲ类,31.4,7.01,5.16,191.3,23.2,1.82,0.217,0.111,2.19
Ⅰ类,29.0,7.11,8.05,47.1,5.4,1.64,0.026,0.016,0.8
Ⅳ类,29.6,8.42,3.55,525.3,2477.9,1.39,0.002,0.075,1.72
Ⅴ类,31.3,7.18,2.43,487.7,22.8,4.83,0.469,0.123,2.79
Ⅴ类,32.0,7.0,2.84,476.4,22.1,5.12,0.158,0.11,2.03
劣Ⅵ类,32.0,7.19,1.68,463.2,66.0,5.52,0.442,0.172,3.31
Ⅴ类,30.5,6.99,2.45,506.0,21.3,4.15,0.077,0.14,1.66
Ⅳ类,30.6,7.17,3.02,382.3,45.1,3.45,0.439,0.209,3.18
劣Ⅵ类,31.8,7.14,1.6,598.4,30.3,7.0,0.886,0.172,4.68
劣Ⅵ类,31.2,7.22,1.1,533.9,19.4,6.95,0.909,0.235,3.35
Ⅴ类,30.7,7.13,2.31,490.2,59.5,4.66,0.295,0.12,2.03
Ⅳ类,30.5,7.18,3.93,468.4,41.2,4.87,0.239,0.124,2.59
劣Ⅵ类,30.9,7.17,1.49,460.2,36.0,5.09,0.347,0.208,2.24
Ⅴ类,30.5,7.22,2.14,444.9,64.6,6.24,0.495,0.184,3.28
Ⅴ类,31.6,7.29,2.6,475.1,40.4,6.23,0.109,0.206,2.89
劣Ⅵ类,30.2,7.07,1.69,316.2,67.8,4.88,0.469,0.174,3.07
Ⅳ类,30.4,7.09,4.57,203.1,38.2,2.37,0.149,0.049,2.6
Ⅲ类,31.8,8.03,5.2,299.3,63.1,4.38,0.122,0.072,1.24
Ⅴ类,32.6,7.17,2.7,346.6,56.5,3.9,0.314,0.142,3.4
Ⅳ类,30.2,7.05,4.3,216.1,16.2,1.11,0.098,0.046,2.85
Ⅴ类,32.4,7.03,2.04,248.0,28.5,3.24,0.205,0.037,1.95
Ⅱ类,24.2,6.88,7.51,114.3,11.1,1.58,0.048,0.029,1.34
Ⅲ类,28.6,6.35,5.9,170.1,6.5,1.67,0.091,0.028,1.94
Ⅳ类,30.3,6.96,3.09,241.9,32.2,4.09,0.278,0.079,1.64
Ⅳ类,30.8,7.51,3.56,425.5,43.2,3.28,0.042,0.069,2.69
劣Ⅵ类,31.1,7.24,1.95,477.4,26.6,4.07,0.554,0.109,4.39
Ⅳ类,31.2,7.21,3.47,334.1,26.1,3.88,0.49,0.055,1.84
Ⅱ类,31.3,8.88,7.48,301.7,17.9,3.95,0.029,0.048,2.34
Ⅲ类,30.7,7.0,5.56,157.9,22.5,3.34,0.166,0.091,2.65
Ⅴ类,30.4,6.68,2.47,167.4,17.2,2.67,0.076,0.07,3.0
Ⅳ类,28.6,7.12,4.7,443.3,10.2,4.65,0.822,0.208,4.72
Ⅳ类,30.8,7.42,4.28,463.3,12.5,5.4,0.243,0.134,3.4
Ⅳ类,30.8,7.12,3.66,363.0,9.2,3.6,0.098,0.172,2.61
Ⅲ类,30.6,7.17,5.87,316.7,17.3,3.39,0.338,0.17,3.12
